tweet_clean,Tweet,sentiment,sentiment_scores,neg,neu,pos,compound,sentiment_label,text_processed_raw,text_processed
"['ready', 'ramadan']",ready ramadan,1,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.0,0.286,0.714,0.3612,positive,ready ramadan,ready ramadan
"['reason', 'ramadan', 'brings', 'best', 'reason', 'feel', 'spiritual', 'best', 'blessed', 'month', 'engaging', 'constant', 'worship', 'allah', 'swt', 'read', 'repentance', 'breaking', 'habit', 'sin']",reason ramadan brings best reason feel spiritual best blessed month engaging constant worship allah swt read repentance breaking habit sin,1,"{'neg': 0.104, 'neu': 0.406, 'pos': 0.49, 'compound': 0.9231}",0.104,0.406,0.49,0.9231,positive,reason ramadan brings best reason feel spiritual best blessed month engaging constant worship allah swt read repentance breaking habit sin,reason ramadan brings best reason feel spiritual best blessed month engaging constant worship allah swt read repentance breaking habit sin
"['recite', 'dua', 'frequently', 'especially', 'ramadan']",recite dua frequently especially ramadan,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,recite dua frequently especially ramadan,recite dua frequently especially ramadan
"['reconnect', 'allah', 'cleanse', 'heart', 'ramadan', 'imran', 'khans', 'invaluable', 'insights', 'soon', 'ia']",reconnect allah cleanse heart ramadan imran khans invaluable insights soon ia,2,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.6369}",0.0,0.704,0.296,0.6369,neutral,reconnect allah cleanse heart ramadan imran khans invaluable insights soon ia,reconnect allah cleanse heart ramadan imran khan invaluable insight soon ia
"['reg', 'lexus', 'rx', 'model', 'full', 'option', 'keyless', 'entry', 'white', 'black', 'upholstery', 'reverse', 'camera', 'sunroof', 'powerboot', 'price', 'location', 'ogba', 'ramadan', 'lambo', 'burna', 'natasha', 'akpabio', 'hallelujahfestival', 'fubara', 'sophie', 'rivers', 'wike', 'amin', 'ireti', 'supreme', 'court', 'may', 'allah', 'sahur', 'ibadah']",reg lexus rx model full option keyless entry white black upholstery reverse camera sunroof powerboot price location ogba ramadan lambo burna natasha akpabio hallelujahfestival fubara sophie rivers wike amin ireti supreme court may allah sahur ibadah,2,"{'neg': 0.0, 'neu': 0.907, 'pos': 0.093, 'compound': 0.5574}",0.0,0.907,0.093,0.5574,neutral,reg lexus rx model full option keyless entry white black upholstery reverse camera sunroof powerboot price location ogba ramadan lambo burna natasha akpabio hallelujahfestival fubara sophie rivers wike amin ireti supreme court may allah sahur ibadah,reg lexus rx model full option keyless entry white black upholstery reverse camera sunroof powerboot price location ogba ramadan lambo burna natasha akpabio hallelujahfestival fubara sophie river wike amin ireti supreme court may allah sahur ibadah
"['regarding', 'last', 'post', 'asking', 'christian', 'association', 'nigeria', 'threaten', 'muslim', 'ummah', 'lawsuit', 'temporal', 'closure', 'schools', 'ramadan', 'see', 'people', 'claiming', 'new', 'year', 'holidays', 'festivities', 'general', 'saying', 'new', 'year']",regarding last post asking christian association nigeria threaten muslim ummah lawsuit temporal closure schools ramadan see people claiming new year holidays festivities general saying new year,2,"{'neg': 0.14, 'neu': 0.683, 'pos': 0.177, 'compound': 0.296}",0.14,0.683,0.177,0.296,neutral,regarding last post asking christian association nigeria threaten muslim ummah lawsuit temporal closure schools ramadan see people claiming new year holidays festivities general saying new year,regarding last post asking christian association nigeria threaten muslim ummah lawsuit temporal closure school ramadan see people claiming new year holiday festivity general saying new year
"['regardless', 'result', 'performance', 'noussair', 'mazraoui', 'put', 'min', 'whilst', 'fasting', 'month', 'ramadan']",regardless result performance noussair mazraoui put min whilst fasting month ramadan,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,regardless result performance noussair mazraoui put min whilst fasting month ramadan,regardless result performance noussair mazraoui put min whilst fasting month ramadan
"['regularly', 'see', 'institutional', 'guidance', 'instructing', 'staff', 'members', 'eat', 'drink', 'presence', 'colleagues', 'fasting', 'ramadan', 'surely', 'respect', 'religious', 'practises', 'extend', 'pressurised', 'compliance', 'practises']",regularly see institutional guidance instructing staff members eat drink presence colleagues fasting ramadan surely respect religious practises extend pressurised compliance practises,2,"{'neg': 0.054, 'neu': 0.651, 'pos': 0.295, 'compound': 0.743}",0.054,0.651,0.295,0.743,neutral,regularly see institutional guidance instructing staff members eat drink presence colleagues fasting ramadan surely respect religious practises extend pressurised compliance practises,regularly see institutional guidance instructing staff member eat drink presence colleague fasting ramadan surely respect religious practises extend pressurised compliance practises
"['remember', 'ramadan', 'kyrie', 'last', 'year', 'context', 'kyrie', 'irving', 'muslim', 'fasts', 'sunrise', 'sunset', 'month-long', 'period', 'year', 'march', 'april', 'kyrie', 'fire', 'last', 'year s', 'ramadan', 'per', '', 'ppg', 'apg', 'rpg']",remember ramadan kyrie last year context kyrie irving muslim fasts sunrise sunset month-long period year march april kyrie fire last year s ramadan per ppg apg rpg,2,"{'neg': 0.085, 'neu': 0.915, 'pos': 0.0, 'compound': -0.34}",0.085,0.915,0.0,-0.34,neutral,remember ramadan kyrie last year context kyrie irving muslim fasts sunrise sunset month-long period year march april kyrie fire last year s ramadan per  ppg apg rpg,remember ramadan kyrie last year context kyrie irving muslim fast sunrise sunset period year march april kyrie fire last year ramadan per ppg apg rpg
"['residents', 'organize', 'communal', 'iftar', 'rafah', 'third', 'day', 'ramadan']",residents organize communal iftar rafah third day ramadan,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,residents organize communal iftar rafah third day ramadan,resident organize communal iftar rafah third day ramadan
"['respecting', 'women', 'first', 'step', 'toward', 'achieving', 'true', 'gender', 'equality', 'good', 'morning', 'ramadan', 'kareem']",respecting women first step toward achieving true gender equality good morning ramadan kareem,2,"{'neg': 0.0, 'neu': 0.529, 'pos': 0.471, 'compound': 0.836}",0.0,0.529,0.471,0.836,neutral,respecting women first step toward achieving true gender equality good morning ramadan kareem,respecting woman first step toward achieving true gender equality good morning ramadan kareem
"['returned', 'market', 'without', 'buying', 'anything', 'palestinians', 'preparing', 'ramadan', 'say', 'cannot', 'afford', 'food', 'prices', 'soar', 'israel', 'blocked', 'aid', 'trucks', 'entering', 'gaza']",returned market without buying anything palestinians preparing ramadan say cannot afford food prices soar israel blocked aid trucks entering gaza,2,"{'neg': 0.1, 'neu': 0.9, 'pos': 0.0, 'compound': -0.2732}",0.1,0.9,0.0,-0.2732,neutral,returned market without buying anything palestinians preparing ramadan say cannot afford food prices soar israel blocked aid trucks entering gaza,returned market without buying anything palestinian preparing ramadan say cannot afford food price soar israel blocked aid truck entering gaza
"['right', 'bots', 'evolving', 'one', 'replied', 'w', 'n', 'de', 'today', 'like', 'framadan']",right bots evolving one replied w n de today like framadan,2,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.3612}",0.0,0.8,0.2,0.3612,neutral,right bots evolving one replied w n de today like framadan,right bot evolving one replied w n de today like framadan
"['rip', 'great', 'britain', '', 'king', 'charles', 'hosts', 'ramadan', 'iftar', 'windsor', 'castle', 'first', 'time', 'uk', 'naya', 'pakistan']",rip great britain king charles hosts ramadan iftar windsor castle first time uk naya pakistan,2,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.6249}",0.0,0.773,0.227,0.6249,neutral,rip great britain  king charles hosts ramadan iftar windsor castle first time uk naya pakistan,rip great britain king charles host ramadan iftar windsor castle first time uk naya pakistan
"['ruins', 'destroyed', 'home', 'despite', 'cold', 'without', 'shelter', 'palestinian', 'family', 'share', 'ramadan', 'breakfast', 'gaza']",ruins destroyed home despite cold without shelter palestinian family share ramadan breakfast gaza,2,"{'neg': 0.333, 'neu': 0.546, 'pos': 0.12, 'compound': -0.5994}",0.333,0.546,0.12,-0.5994,neutral,ruins destroyed home despite cold without shelter palestinian family share ramadan breakfast gaza,ruin destroyed home despite cold without shelter palestinian family share ramadan breakfast gaza
"['sadiq', 'khan', 'mayor', 'london', 'love', 'london', 'interested', 'promoting', 'ramadan', 'destroyed', 'beautiful', 'capital', 'made', 'lawless', 'unforgivable', 'jail', 'agree']",sadiq khan mayor london love london interested promoting ramadan destroyed beautiful capital made lawless unforgivable jail agree,1,"{'neg': 0.107, 'neu': 0.367, 'pos': 0.527, 'compound': 0.9118}",0.107,0.367,0.527,0.9118,positive,sadiq khan mayor london love london interested promoting ramadan destroyed beautiful capital made lawless unforgivable jail agree,sadiq khan mayor london love london interested promoting ramadan destroyed beautiful capital made lawless unforgivable jail agree
"['sami', 'zayn', 'wrestled', 'brutal', 'unsanctioned', 'match', 'month', 'ramadan', 'warrior']",sami zayn wrestled brutal unsanctioned match month ramadan warrior,2,"{'neg': 0.339, 'neu': 0.661, 'pos': 0.0, 'compound': -0.6249}",0.339,0.661,0.0,-0.6249,neutral,sami zayn wrestled brutal unsanctioned match month ramadan warrior,sami zayn wrestled brutal unsanctioned match month ramadan warrior
"['saudi', 'arabia', 'trying', 'decrease', 'extremism', 'ramadan', 'western', 'countries', 'welcome', 'islamist', 'preachers', 'terror', 'sympathizers', 'open', 'arms', 'saudi', 'arabia', 'cracking', 'let', 'sink']",saudi arabia trying decrease extremism ramadan western countries welcome islamist preachers terror sympathizers open arms saudi arabia cracking let sink,2,"{'neg': 0.139, 'neu': 0.738, 'pos': 0.123, 'compound': -0.1027}",0.139,0.738,0.123,-0.1027,neutral,saudi arabia trying decrease extremism ramadan western countries welcome islamist preachers terror sympathizers open arms saudi arabia cracking let sink,saudi arabia trying decrease extremism ramadan western country welcome islamist preacher terror sympathizer open arm saudi arabia cracking let sink
"['saudi', 'crown', 'prince', 'mbs', 'slays', 'radicalism', 'saudi', 'arabia', 'redefines', 'islamic', 'law', 'vision', 'mbs', 'limits', 'hadith', 'mutawatir', 'sidelining', 'curb', 'extremism', 'align', 'modern', 'governance', 'bold', 'step', 'toward', 'moderation', 'may', 'mbs', 'live', 'long', 'well', 'ramadan']",saudi crown prince mbs slays radicalism saudi arabia redefines islamic law vision mbs limits hadith mutawatir sidelining curb extremism align modern governance bold step toward moderation may mbs live long well ramadan,2,"{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.6908}",0.0,0.812,0.188,0.6908,neutral,saudi crown prince mbs slays radicalism saudi arabia redefines islamic law vision mbs limits hadith mutawatir sidelining curb extremism align modern governance bold step toward moderation may mbs live long well ramadan,saudi crown prince mb slays radicalism saudi arabia redefines islamic law vision mb limit hadith mutawatir sidelining curb extremism align modern governance bold step toward moderation may mb live long well ramadan
"['saw', 'news', 'anakalaev', 'ramadan', 'fight', 'camp', 'eat', 'fun', 'thing', 'alex', 'used', 'muslim', 'still', 'know', 'maybe', 'alex', 'much', 'fasting', 'adept', 'may', 'allah', 'bless', 'bring', 'good', 'fight']",saw news anakalaev ramadan fight camp eat fun thing alex used muslim still know maybe alex much fasting adept may allah bless bring good fight,2,"{'neg': 0.152, 'neu': 0.585, 'pos': 0.263, 'compound': 0.5859}",0.152,0.585,0.263,0.5859,neutral,saw news anakalaev ramadan fight camp eat fun thing alex used muslim still know maybe alex much fasting adept may allah bless bring good fight,saw news anakalaev ramadan fight camp eat fun thing alex used muslim still know maybe alex much fasting adept may allah bless bring good fight
"['say', 'du a', 'every', 'night', 'ramadan', 'included', 'list', '']",say du a every night ramadan included list,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,say du a every night ramadan included list ,say du every night ramadan included list
"['', 'scenes', 'isha', 'tarawih', 'prayers', 'blessed', 'al-aqsa', 'mosque', 'first', 'day', 'ramadan']",scenes isha tarawih prayers blessed al-aqsa mosque first day ramadan,2,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.5994}",0.0,0.698,0.302,0.5994,neutral, scenes isha tarawih prayers blessed al-aqsa mosque first day ramadan,scene isha tarawih prayer blessed mosque first day ramadan
"['sch', 'pondok', 'ramadan', 'online', 'guys']",sch pondok ramadan online guys,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,sch pondok ramadan online guys,sch pondok ramadan online guy
"['second', 'annual', 'iftar', 'outside', 'imperial', 'israeli', 'embassy', 'dc', 'ramadan', 'mubarak']",second annual iftar outside imperial israeli embassy dc ramadan mubarak,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,second annual iftar outside imperial israeli embassy dc ramadan mubarak,second annual iftar outside imperial israeli embassy dc ramadan mubarak
"['see', 'ramadan', 'competition', 'others', 'much', 'qur', 'read', 'must', 'remember', 'reciting', 'allah', '', 'words', 'revealed', 'prophet', '', 'endured', 'much', 'deliver', 'give', 'best', 'due', 'right']",see ramadan competition others much qur read must remember reciting allah words revealed prophet endured much deliver give best due right,2,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.6369}",0.0,0.826,0.174,0.6369,neutral,see ramadan competition others much qur read must remember reciting allah  words revealed prophet  endured much deliver give best due right,see ramadan competition others much qur read must remember reciting allah word revealed prophet endured much deliver give best due right
"['seems', 'israel', 'wants', 'man', 'wear', 'military', 'uniform', 'ramadan', '', 'yen', 'ready', '']",seems israel wants man wear military uniform ramadan yen ready,2,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",0.0,0.783,0.217,0.3612,neutral,seems israel wants man wear military uniform ramadan  yen ready ,seems israel want man wear military uniform ramadan yen ready
"['set', 'ramadan', 'goals', 'may', 'allah', 'make', 'easy', 'us']",set ramadan goals may allah make easy us,2,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.0,0.707,0.293,0.4404,neutral,set ramadan goals may allah make easy us,set ramadan goal may allah make easy u
"['seyi', 'son', 'president', 'bola', 'tinubu', 'monday', 'evening', 'joined', 'many', 'kano', 'residents', 'including', 'state', 'chairman', 'new', 'nigerian', 'peoples', 'party', 'hashimu', 'dugurawa', 'break', 'third-day', 'ramadan', 'fast']",seyi son president bola tinubu monday evening joined many kano residents including state chairman new nigerian peoples party hashimu dugurawa break third-day ramadan fast,2,"{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.4019}",0.0,0.895,0.105,0.4019,neutral,seyi son president bola tinubu monday evening joined many kano residents including state chairman new nigerian peoples party hashimu dugurawa break third-day ramadan fast,seyi son president bola tinubu monday evening joined many kano resident including state chairman new nigerian people party hashimu dugurawa break ramadan fast
"['seyi', 'tinubu', 'today', 'paid', 'visit', 'emir', 'zazzau', 'distributed', 'ramadan', 'packages', 'local', 'community']",seyi tinubu today paid visit emir zazzau distributed ramadan packages local community,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,seyi tinubu today paid visit emir zazzau distributed ramadan packages local community,seyi tinubu today paid visit emir zazzau distributed ramadan package local community
"['sha', 'allah', 'next', 'ramadan', 'living', 'dua s', 'making', 'ramadan', 'ameen']",sha allah next ramadan living dua s making ramadan ameen,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,sha allah next ramadan living dua s making ramadan ameen,sha allah next ramadan living dua making ramadan ameen
"['sha', 'allah', 'ramadan', 'fix', 'heart', '']",sha allah ramadan fix heart,1,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.0,0.488,0.512,0.6369,positive,sha allah ramadan fix heart ,sha allah ramadan fix heart
"['shaytan', 'chained', 'ram dan', 'still', 'bad', 'thoughts', 'thread']",shaytan chained ram dan still bad thoughts thread,2,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.5423}",0.333,0.667,0.0,-0.5423,neutral,shaytan chained ram dan still bad thoughts thread,shaytan chained ram dan still bad thought thread
"['shocking', 'jharkhand', 'govt', 'admits', 'schools', 'friday', 'holiday', 'instead', 'sunday', 'bjp', 'mp', 'unearthed', 'startling', 'fact', 'actual', 'numbers', 'could', 'thousands', 'special', 'arrangements', 'weekly', 'namaz', 'ramadan', 'month', 'huge', 'congress', 'ka', 'baap', 'rohit']",shocking jharkhand govt admits schools friday holiday instead sunday bjp mp unearthed startling fact actual numbers could thousands special arrangements weekly namaz ramadan month huge congress ka baap rohit,2,"{'neg': 0.073, 'neu': 0.623, 'pos': 0.304, 'compound': 0.7579}",0.073,0.623,0.304,0.7579,neutral,shocking jharkhand govt admits schools friday holiday instead sunday bjp mp unearthed startling fact actual numbers could thousands special arrangements weekly namaz ramadan month huge congress ka baap rohit,shocking jharkhand govt admits school friday holiday instead sunday bjp mp unearthed startling fact actual number could thousand special arrangement weekly namaz ramadan month huge congress ka baap rohit
"['shutting', 'times', 'square', 'ramadan']",shutting times square ramadan,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,shutting times square ramadan,shutting time square ramadan
"['since', 'ramadan', 'round', 'corner', 'let', 'bring', 'back']",since ramadan round corner let bring back,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,since ramadan round corner let bring back,since ramadan round corner let bring back
"['sitting', 'next', 'making', 'video', 'chest', 'abdul', 'caught', 'beaten', 'women', 'ramadan']",sitting next making video chest abdul caught beaten women ramadan,2,"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4215}",0.237,0.763,0.0,-0.4215,neutral,sitting next making video chest abdul caught beaten women ramadan,sitting next making video chest abdul caught beaten woman ramadan
"['sneako', 'accidentally', 'breaks', 'fast', 'forgets', 'ramadan']",sneako accidentally breaks fast forgets ramadan,2,"{'neg': 0.324, 'neu': 0.676, 'pos': 0.0, 'compound': -0.34}",0.324,0.676,0.0,-0.34,neutral,sneako accidentally breaks fast forgets ramadan,sneako accidentally break fast forgets ramadan
"['sneako', 'raised', 'palestine', 'ramadan', 'last', 'year', 'inshallah', 'doubles', 'ramadan', 'month', '']",sneako raised palestine ramadan last year inshallah doubles ramadan month,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,sneako raised palestine ramadan last year inshallah doubles ramadan month ,sneako raised palestine ramadan last year inshallah double ramadan month
"['sneako', 'realizes', 'much', 'better', 'kyrie', 'performs', 'fasting', 'ramadan', '']",sneako realizes much better kyrie performs fasting ramadan,2,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.0,0.707,0.293,0.4404,neutral,sneako realizes much better kyrie performs fasting ramadan ,sneako realizes much better kyrie performs fasting ramadan
"['sneako', 'responds', 'people', 'saying', 'ramadan', 'skipping', 'lunch']",sneako responds people saying ramadan skipping lunch,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,sneako responds people saying ramadan skipping lunch,sneako responds people saying ramadan skipping lunch
"['son', 'first', 'birthday', 'falling', 'first', 'day', 'ramadan', 'means', 'much']",son first birthday falling first day ramadan means much,2,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.1531}",0.167,0.833,0.0,-0.1531,neutral,son first birthday falling first day ramadan means much,son first birthday falling first day ramadan mean much
"['sonam', 'kapoor', 'wishes', 'ramadan', 'kareem', 'sonam', 'kaoor', 'loves', 'eating', 'mutton', 'chicken', 'eid', 'sonam', 'kapoor', 'loves', 'celebrating', 'xmas', 'thanksgiving', 'stuffed', 'turkey', 'christmas', 'trees', 'sonam', 'kapoor', 'becomes', 'environmentalist', 'peta', 'activist', 'bird', 'lover', 'wali', 'holi', 'kite']",sonam kapoor wishes ramadan kareem sonam kaoor loves eating mutton chicken eid sonam kapoor loves celebrating xmas thanksgiving stuffed turkey christmas trees sonam kapoor becomes environmentalist peta activist bird lover wali holi kite,2,"{'neg': 0.0, 'neu': 0.629, 'pos': 0.371, 'compound': 0.9477}",0.0,0.629,0.371,0.9477,neutral,sonam kapoor wishes ramadan kareem sonam kaoor loves eating mutton chicken eid sonam kapoor loves celebrating xmas thanksgiving stuffed turkey christmas trees sonam kapoor becomes environmentalist peta activist bird lover wali holi kite,sonam kapoor wish ramadan kareem sonam kaoor love eating mutton chicken eid sonam kapoor love celebrating xmas thanksgiving stuffed turkey christmas tree sonam kapoor becomes environmentalist peta activist bird lover wali holi kite
"['spain', 'restaurateur', 'threatened', 'staying', 'open', 'day', 'ramadan', 'remain', 'open', 'also', 'put', 'ham', 'tables', 'big', 'middle', 'finger']",spain restaurateur threatened staying open day ramadan remain open also put ham tables big middle finger,2,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.4588}",0.167,0.833,0.0,-0.4588,neutral,spain restaurateur threatened staying open day ramadan remain open also put ham tables big middle finger,spain restaurateur threatened staying open day ramadan remain open also put ham table big middle finger
"['speaks', 'nigerian', 'students', 'shameful', 'silence', 'nans', 'recent', 'closure', 'schools', 'northern', 'states', 'due', 'ramadan', 'exposed', 'failure', 'national', 'association', 'nigerian', 'students', 'nans', 'fulfil', 'fundamental', 'duty', 'voice']",speaks nigerian students shameful silence nans recent closure schools northern states due ramadan exposed failure national association nigerian students nans fulfil fundamental duty voice,2,"{'neg': 0.271, 'neu': 0.729, 'pos': 0.0, 'compound': -0.7783}",0.271,0.729,0.0,-0.7783,neutral,speaks nigerian students shameful silence nans recent closure schools northern states due ramadan exposed failure national association nigerian students nans fulfil fundamental duty voice,speaks nigerian student shameful silence nan recent closure school northern state due ramadan exposed failure national association nigerian student nan fulfil fundamental duty voice
"['special', 'ramadan', 'session', 'iftar', 'course']",special ramadan session iftar course,2,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.4019}",0.0,0.597,0.403,0.4019,neutral,special ramadan session iftar course,special ramadan session iftar course
"['speed', 'wishes', 'everyone', 'ramadan', 'mubarak', '']",speed wishes everyone ramadan mubarak,2,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.1531}",0.0,0.714,0.286,0.1531,neutral,speed wishes everyone ramadan mubarak ,speed wish everyone ramadan mubarak
"['spend', 'year', 'feeding', 'bodies', 'neglecting', 'souls', 'ramadan', 'divine', 'reset', 'never', 'knew', 'needed']",spend year feeding bodies neglecting souls ramadan divine reset never knew needed,2,"{'neg': 0.166, 'neu': 0.613, 'pos': 0.221, 'compound': 0.2263}",0.166,0.613,0.221,0.2263,neutral,spend year feeding bodies neglecting souls ramadan divine reset never knew needed,spend year feeding body neglecting soul ramadan divine reset never knew needed
"['sports', 'ramadan', 'breakfasting']",sports ramadan breakfasting,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,sports ramadan breakfasting,sport ramadan breakfasting
"['st', 'night', 'ramadan', 'taraweeh', 'prayers', 'makkah']",st night ramadan taraweeh prayers makkah,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,st night ramadan taraweeh prayers makkah,st night ramadan taraweeh prayer makkah
"['starmer', 'parliament', 'ramadan', 'event', 'difficult', 'time', 'muslims', 'uk', 'pain', 'conflict', 'gaza', 'suffering', 'palestinians', 'difficult', 'time', 'muslims', 'uk', 'pain', 'conflict', 'yen']",starmer parliament ramadan event difficult time muslims uk pain conflict gaza suffering palestinians difficult time muslims uk pain conflict yen,0,"{'neg': 0.598, 'neu': 0.402, 'pos': 0.0, 'compound': -0.9538}",0.598,0.402,0.0,-0.9538,negative,starmer parliament ramadan event difficult time muslims uk pain conflict gaza suffering palestinians difficult time muslims uk pain conflict yen,starmer parliament ramadan event difficult time muslim uk pain conflict gaza suffering palestinian difficult time muslim uk pain conflict yen
"['started', 'vs', 'going', 'ramadan']",started vs going ramadan,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,started vs going ramadan,started v going ramadan
"['starting', 'ramadan', 'intense', 'work']",starting ramadan intense work,2,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.0772}",0.0,0.698,0.302,0.0772,neutral,starting ramadan intense work,starting ramadan intense work
"['still', 'feel', 'pain', 'human', 'ramadan', 'gaza']",still feel pain human ramadan gaza,2,"{'neg': 0.398, 'neu': 0.602, 'pos': 0.0, 'compound': -0.5106}",0.398,0.602,0.0,-0.5106,neutral,still feel pain human ramadan gaza,still feel pain human ramadan gaza
"['stoke-on-trent', 'train', 'station', 'muslims', 'breaking', 'ramadan', 'fast', 'offered', 'free', 'halal', 'food', 'meanwhile', 'local', 'homeless', 'area', 'given', 'nothing', 'country', 'joke']",stoke-on-trent train station muslims breaking ramadan fast offered free halal food meanwhile local homeless area given nothing country joke,2,"{'neg': 0.085, 'neu': 0.766, 'pos': 0.149, 'compound': 0.3425}",0.085,0.766,0.149,0.3425,neutral,stoke-on-trent train station muslims breaking ramadan fast offered free halal food meanwhile local homeless area given nothing country joke,train station muslim breaking ramadan fast offered free halal food meanwhile local homeless area given nothing country joke
"['stood', 'deck', 'right', 'listening', 'birds', 'tweeting', 'looking', 'beautiful', 'moon', 'happy', 'shrove', 'tuesday', 'prince', 'charles', 'calls', 'king', 'charles', 'calls', 'ramadan']",stood deck right listening birds tweeting looking beautiful moon happy shrove tuesday prince charles calls king charles calls ramadan,2,"{'neg': 0.0, 'neu': 0.691, 'pos': 0.309, 'compound': 0.8225}",0.0,0.691,0.309,0.8225,neutral,stood deck right listening birds tweeting looking beautiful moon happy shrove tuesday prince charles calls king charles calls ramadan,stood deck right listening bird tweeting looking beautiful moon happy shrove tuesday prince charles call king charles call ramadan
"['stopped', 'ramadan', 'may', 'allah', 'distance', 'forever', 'started', 'ramadan', 'may', 'allah', 'strengthen', 'sustain', 'beyond', 'ramadan', 'aameen']",stopped ramadan may allah distance forever started ramadan may allah strengthen sustain beyond ramadan aameen,2,"{'neg': 0.11, 'neu': 0.756, 'pos': 0.134, 'compound': 0.1027}",0.11,0.756,0.134,0.1027,neutral,stopped ramadan may allah distance forever started ramadan may allah strengthen sustain beyond ramadan aameen,stopped ramadan may allah distance forever started ramadan may allah strengthen sustain beyond ramadan aameen
"['struggling', 'parc', 'des', 'princes', 'stadium', 'ramadan', 'could', 'never', 'us']",struggling parc des princes stadium ramadan could never us,2,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.4215}",0.259,0.741,0.0,-0.4215,neutral,struggling parc des princes stadium ramadan could never us,struggling parc de prince stadium ramadan could never u
"['subhan', 'allah', 'amazing', 'see', 'ummah', 'preparing', 'asr', 'th', 'day', 'ramadan']",subhan allah amazing see ummah preparing asr th day ramadan,2,"{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.5859}",0.0,0.703,0.297,0.5859,neutral,subhan allah amazing see ummah preparing asr th day ramadan,subhan allah amazing see ummah preparing asr th day ramadan
"['sunnah', 'complete', 'qur an', 'month', 'ramadan']",sunnah complete qur an month ramadan,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,sunnah complete qur an month ramadan,sunnah complete qur month ramadan
"['sunnah', 'way', 'break', 'fast', 'ramad n', '', 'thread']",sunnah way break fast ramad n thread,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,sunnah way break fast ramad n  thread,sunnah way break fast ramad n thread
